"question","answer"
"Get the failover replica availability type for a Cloud SQL instance.","`gcloud sql instances describe <instance-name> --project=<project-id> --format='value(failoverReplica.settings.availabilityType)'`"
"Get the failover replica backup configuration for a Cloud SQL instance.","`gcloud sql instances describe <instance-name> --project=<project-id> --format='value(failoverReplica.settings.backupConfiguration)'`"
"Get the failover replica database flags for a Cloud SQL instance.","`gcloud sql instances describe <instance-name> --project=<project-id> --format='value(failoverReplica.settings.databaseFlags)'`"
"Get the failover replica maintenance window for a Cloud SQL instance.","`gcloud sql instances describe <instance-name> --project=<project-id> --format='value(failoverReplica.settings.maintenanceWindow)'`"
"Get the failover replica pricing plan for a Cloud SQL instance.","`gcloud sql instances describe <instance-name> --project=<project-id> --format='value(failoverReplica.settings.tier)'`"
"Get the failover replica disk size for a Cloud SQL instance.","`gcloud sql instances describe <instance-name> --project=<project-id> --format='value(failoverReplica.settings.dataDiskSizeGb)'`"
"Get the failover replica disk type for a Cloud SQL instance.","`gcloud sql instances describe <instance-name> --project=<project-id> --format='value(failoverReplica.settings.dataDiskType)'`"
"Get the failover replica machine type for a Cloud SQL instance.","`gcloud sql instances describe <instance-name> --project=<project-id> --format='value(failoverReplica.settings.tier)'`"
"Get the failover replica root password for a Cloud SQL instance.","`gcloud sql instances describe <instance-name> --project=<project-id> --format='value(failoverReplica.rootPassword)'`"
"Get the failover replica replica configuration for a Cloud SQL instance.","`gcloud sql instances describe <instance-name> --project=<project-id> --format='value(failoverReplica.replicaConfiguration)'`"
"Get the failover replica ip configuration for a Cloud SQL instance.","`gcloud sql instances describe <instance-name> --project=<project-id> --format='value(failoverReplica.settings.ipConfiguration)'`"
"Get the failover replica authorized networks for a Cloud SQL instance.","`gcloud sql instances describe <instance-name> --project=<project-id> --format='value(failoverReplica.settings.ipConfiguration.authorizedNetworks)'`"
"Get the failover replica require ssl for a Cloud SQL instance.","`gcloud sql instances describe <instance-name> --project=<project-id> --format='value(failoverReplica.settings.ipConfiguration.requireSsl)'`"
"Get the failover replica require ssl for a Cloud SQL instance.","`gcloud sql instances describe <instance-name> --project=<project-id> --format='value(failoverReplica.settings.ipConfiguration.requireSsl)'`"
"Get the failover replica ip addresses for a Cloud SQL instance.","`gcloud sql instances describe <instance-name> --project=<project-id> --format='value(failoverReplica.ipAddresses)'`"
"Get the failover replica connection name for a Cloud SQL instance.","`gcloud sql instances describe <instance-name> --project=<project-id> --format='value(failoverReplica.connectionName)'`"
"Get the failover replica database version for a Cloud SQL instance.","`gcloud sql instances describe <instance-name> --project=<project-id> --format='value(failoverReplica.databaseVersion)'`"
"Get the failover replica region for a Cloud SQL instance.","`gcloud sql instances describe <instance-name> --project=<project-id> --format='value(failoverReplica.region)'`"
"Get the failover replica status for a Cloud SQL instance.","`gcloud sql instances describe <instance-name> --project=<project-id> --format='value(failoverReplica.status)'`"
"Get the failover replica settings for a Cloud SQL instance.","`gcloud sql instances describe <instance-name> --project=<project-id> --format='value(failoverReplica.settings)'`"
"Get the failover replica activation policy for a Cloud SQL instance.","`gcloud sql instances describe <instance-name> --project=<project-id> --format='value(failoverReplica.settings.activationPolicy)'`"
"Get the failover replica availability type for a Cloud SQL instance.","`gcloud sql instances describe <instance-name> --project=<project-id> --format='value(failoverReplica.settings.availabilityType)'`"
"Get the failover replica backup configuration for a Cloud SQL instance.","`gcloud sql instances describe <instance-name> --project=<project-id> --format='value(failoverReplica.settings.backupConfiguration)'`"
"Get the failover replica database flags for a Cloud SQL instance.","`gcloud sql instances describe <instance-name> --project=<project-id> --format='value(failoverReplica.settings.databaseFlags)'`"
"Get the failover replica maintenance window for a Cloud SQL instance.","`gcloud sql instances describe <instance-name> --project=<project-id> --format='value(failoverReplica.settings.maintenanceWindow)'`"
"Get the failover replica pricing plan for a Cloud SQL instance.","`gcloud sql instances describe <instance-name> --project=<project-id> --format='value(failoverReplica.settings.tier)'`"
"Get the failover replica disk size for a Cloud SQL instance.","`gcloud sql instances describe <instance-name> --project=<project-id> --format='value(failoverReplica.settings.dataDiskSizeGb)'`"
"Get the failover replica disk type for a Cloud SQL instance.","`gcloud sql instances describe <instance-name> --project=<project-id> --format='value(failoverReplica.settings.dataDiskType)'`"
"Get the failover replica machine type for a Cloud SQL instance.","`gcloud sql instances describe <instance-name> --project=<project-id> --format='value(failoverReplica.settings.tier)'`"
"Get the failover replica root password for a Cloud SQL instance.","`gcloud sql instances describe <instance-name> --project=<project-id> --format='value(failoverReplica.rootPassword)'`"
"Get the failover replica replica configuration for a Cloud SQL instance.","`gcloud sql instances describe <instance-name> --project=<project-id> --format='value(failoverReplica.replicaConfiguration)'`"
"Get the failover replica ip configuration for a Cloud SQL instance.","`gcloud sql instances describe <instance-name> --project=<project-id> --format='value(failoverReplica.settings.ipConfiguration)'`"
"Get the failover replica authorized networks for a Cloud SQL instance.","`gcloud sql instances describe <instance-name> --project=<project-id> --format='value(failoverReplica.settings.ipConfiguration.authorizedNetworks)'`"
"Get the failover replica require ssl for a Cloud SQL instance.","`gcloud sql instances describe <instance-name> --project=<project-id> --format='value(failoverReplica.settings.ipConfiguration.requireSsl)'`"
"Get the failover replica require ssl for a Cloud SQL instance.","`gcloud sql instances describe <instance-name> --project=<project-id> --format='value(failoverReplica.settings.ipConfiguration.requireSsl)'`"
"List all Pub/Sub topics in a project.","`gcloud pubsub topics list --project=<project-id>`"
"Create a Pub/Sub topic.","`gcloud pubsub topics create <topic-name> --project=<project-id>`"
"Delete a Pub/Sub topic.","`gcloud pubsub topics delete <topic-name> --project=<project-id>`"
"Publish a message to a Pub/Sub topic.","`gcloud pubsub topics publish <topic-name> --message='Hello, Pub/Sub!' --project=<project-id>`"
"Publish a message with attributes to a Pub/Sub topic.","`gcloud pubsub topics publish <topic-name> --message='Hello, Pub/Sub!' --attribute=key1=value1,key2=value2 --project=<project-id>`"
"List all Pub/Sub subscriptions in a project.","`gcloud pubsub subscriptions list --project=<project-id>`"
"Create a Pub/Sub subscription that pulls messages.","`gcloud pubsub subscriptions create <subscription-name> --topic=<topic-name> --project=<project-id>`"
"Create a Pub/Sub subscription that pushes messages to a URL.","`gcloud pubsub subscriptions create <subscription-name> --topic=<topic-name> --push-endpoint=<push-endpoint-url> --project=<project-id>`"
"Delete a Pub/Sub subscription.","`gcloud pubsub subscriptions delete <subscription-name> --project=<project-id>`"
"Pull messages from a Pub/Sub subscription.","`gcloud pubsub subscriptions pull <subscription-name> --auto-ack --limit=5 --project=<project-id>`"
"Acknowledge a message in a Pub/Sub subscription.","`gcloud pubsub subscriptions acknowledge <subscription-name> --ack-ids=<ack-id1>,<ack-id2> --project=<project-id>`"
"Modify the configuration of a Pub/Sub subscription.","`gcloud pubsub subscriptions update <subscription-name> --ack-deadline=30 --project=<project-id>`"
"Get details about a Pub/Sub topic.","`gcloud pubsub topics describe <topic-name> --project=<project-id>`"
"Get details about a Pub/Sub subscription.","`gcloud pubsub subscriptions describe <subscription-name> --project=<project-id>`"
"List the subscriptions attached to a Pub/Sub topic.","`gcloud pubsub topics list-subscriptions <topic-name> --project=<project-id>`"
"List the snapshots attached to a Pub/Sub topic.","`gcloud pubsub topics list-snapshots <topic-name> --project=<project-id>`"
"Create a Pub/Sub snapshot.","`gcloud pubsub snapshots create <snapshot-name> --subscription=<subscription-name> --project=<project-id>`"
"Delete a Pub/Sub snapshot.","`gcloud pubsub snapshots delete <snapshot-name> --project=<project-id>`"
"List all Pub/Sub snapshots in a project.","`gcloud pubsub snapshots list --project=<project-id>`"
"Seek a Pub/Sub subscription to a snapshot.","`gcloud pubsub subscriptions seek <subscription-name> --snapshot=<snapshot-name> --project=<project-id>`"
"Seek a Pub/Sub subscription to a specific timestamp.","`gcloud pubsub subscriptions seek <subscription-name> --time=$(date -v -1d +%Y-%m-%dT%H:%M:%SZ) --project=<project-id>`"
"Detach a subscription from a topic.","`gcloud pubsub subscriptions detach <subscription-name> --project=<project-id>`"
"Set IAM policy for a Pub/Sub topic.","`gcloud pubsub topics set-iam-policy <topic-name> policy.json --project=<project-id>`"
"Get IAM policy for a Pub/Sub topic.","`gcloud pubsub topics get-iam-policy <topic-name> --project=<project-id>`"
"Test IAM permissions for a Pub/Sub topic.","`gcloud pubsub topics test-iam-permissions <topic-name> --permissions=pubsub.topics.publish --project=<project-id>`"
"Set IAM policy for a Pub/Sub subscription.","`gcloud pubsub subscriptions set-iam-policy <subscription-name> policy.json --project=<project-id>`"
"Get IAM policy for a Pub/Sub subscription.","`gcloud pubsub subscriptions get-iam-policy <subscription-name> --project=<project-id>`"
"Test IAM permissions for a Pub/Sub subscription.","`gcloud pubsub subscriptions test-iam-permissions <subscription-name> --permissions=pubsub.subscriptions.consume --project=<project-id>`"
"Update the push configuration of a Pub/Sub subscription.","`gcloud pubsub subscriptions update <subscription-name> --push-endpoint=<new-push-endpoint-url> --project=<project-id>`"
"Remove the push configuration of a Pub/Sub subscription.","`gcloud pubsub subscriptions update <subscription-name> --remove-push-config --project=<project-id>`"
"Get the number of unacknowledged messages in a Pub/Sub subscription.","`gcloud pubsub subscriptions describe <subscription-name> --project=<project-id> --format='value(topicConfig.messageRetentionDuration)'`"
"Get the message retention duration of a Pub/Sub topic.","`gcloud pubsub topics describe <topic-name> --project=<project-id> --format='value(messageRetentionDuration)'`"
"Update the message retention duration of a Pub/Sub topic.","`gcloud pubsub topics update <topic-name> --message-retention-duration=7d --project=<project-id>`"
"Get the schema of a Pub/Sub topic.","`gcloud pubsub topics describe <topic-name> --project=<project-id> --format='value(schemaSettings)'`"
"Update the schema of a Pub/Sub topic.","`gcloud pubsub topics update <topic-name> --schema=<schema-name> --project=<project-id>`"
"List all Pub/Sub schemas in a project.","`gcloud pubsub schemas list --project=<project-id>`"
"Create a Pub/Sub schema.","`gcloud pubsub schemas create <schema-name> --definition-file=<schema-file> --type=AVRO --project=<project-id>`"
"Delete a Pub/Sub schema.","`gcloud pubsub schemas delete <schema-name> --project=<project-id>`"
"Get details about a Pub/Sub schema.","`gcloud pubsub schemas describe <schema-name> --project=<project-id>`"
"Validate a message against a Pub/Sub schema.","`gcloud pubsub schemas validate-message <schema-name> --message-file=<message-file> --project=<project-id>`"
"List all Pub/Sub snapshots in a region.","`gcloud pubsub snapshots list --project=<project-id> --region=<region>`"
"List all Pub/Sub topics in a region.","`gcloud pubsub topics list --project=<project-id> --region=<region>`"
"List all Pub/Sub subscriptions in a region.","`gcloud pubsub subscriptions list --project=<project-id> --region=<region>`"
"List all Pub/Sub schemas in a region.","`gcloud pubsub schemas list --project=<project-id> --region=<region>`"
"Get the number of messages in a Pub/Sub subscription.","`gcloud pubsub subscriptions describe <subscription-name> --project=<project-id> --format='value(totalMessages)'`"
"Get the number of messages in a Pub/Sub topic.","`gcloud pubsub topics describe <topic-name> --project=<project-id> --format='value(totalMessages)'`"
"Get the number of bytes in a Pub/Sub subscription.","`gcloud pubsub subscriptions describe <subscription-name> --project=<project-id> --format='value(totalBytes)'`"
"Get the number of bytes in a Pub/Sub topic.","`gcloud pubsub topics describe <topic-name> --project=<project-id> --format='value(totalBytes)'`"
"Get the message storage policy of a Pub/Sub topic.","`gcloud pubsub topics describe <topic-name> --project=<project-id> --format='value(messageStoragePolicy)'`"
"Update the message storage policy of a Pub/Sub topic.","`gcloud pubsub topics update <topic-name> --allowed-regions=<region1>,<region2> --project=<project-id>`"
"Get the dead letter policy of a Pub/Sub subscription.","`gcloud pubsub subscriptions describe <subscription-name> --project=<project-id> --format='value(deadLetterPolicy)'`"
"Update the dead letter policy of a Pub/Sub subscription.","`gcloud pubsub subscriptions update <subscription-name> --dead-letter-topic=<dead-letter-topic> --max-delivery-attempts=10 --project=<project-id>`"
"Remove the dead letter policy of a Pub/Sub subscription.","`gcloud pubsub subscriptions update <subscription-name> --remove-dead-letter-policy --project=<project-id>`"
"Get the expiration policy of a Pub/Sub snapshot.","`gcloud pubsub snapshots describe <snapshot-name> --project=<project-id> --format='value(expireTime)'`"
"Update the expiration policy of a Pub/Sub snapshot.","`gcloud pubsub snapshots update <snapshot-name> --expire-time=$(date -v +7d +%Y-%m-%dT%H:%M:%SZ) --project=<project-id>`"
"Remove the expiration policy of a Pub/Sub snapshot.","`gcloud pubsub snapshots update <snapshot-name> --remove-expire-time --project=<project-id>`"
"Get the retry policy of a Pub/Sub subscription.","`gcloud pubsub subscriptions describe <subscription-name> --project=<project-id> --format='value(retryPolicy)'`"
"Update the retry policy of a Pub/Sub subscription.","`gcloud pubsub subscriptions update <subscription-name> --minimum-backoff=10s --maximum-backoff=600s --project=<project-id>`"
"Remove the retry policy of a Pub/Sub subscription.","`gcloud pubsub subscriptions update <subscription-name> --remove-retry-policy --project=<project-id>`"
"Get the filtering policy of a Pub/Sub subscription.","`gcloud pubsub subscriptions describe <subscription-name> --project=<project-id> --format='value(filter)'`"
"Update the filtering policy of a Pub/Sub subscription.","`gcloud pubsub subscriptions update <subscription-name> --filter='attributes.key1 = \"value1\"' --project=<project-id>`"
"Remove the filtering policy of a Pub/Sub subscription.","`gcloud pubsub subscriptions update <subscription-name> --remove-filter --project=<project-id>`"
"List all log entries in a project.","`gcloud logging read 'logName:projects/<project-id>' --project=<project-id>`"
"List log entries for a specific resource type (e.g., GCE instance).","`gcloud logging read 'resource.type=gce_instance' --project=<project-id>`"
"List log entries for a specific log name (e.g., GCE serial port output).","`gcloud logging read 'logName:\"projects/<project-id>/logs/serialport\"' --project=<project-id>`"
"List log entries with a specific severity (e.g., ERROR).","`gcloud logging read 'severity=ERROR' --project=<project-id>`"
"List log entries within a specific time range (e.g., last hour).","`gcloud logging read --freshness=1h --project=<project-id>`"
"List log entries within a specific time range (e.g., last 30 minutes).","`gcloud logging read --freshness=30m --project=<project-id>`"
"List log entries within a specific time range (e.g., from yesterday to today).","`gcloud logging read --start-time=$(date -v -1d +%Y-%m-%dT%H:%M:%SZ) --end-time=$(date +%Y-%m-%dT%H:%M:%SZ) --project=<project-id>`"
"List log entries containing a specific text (e.g., 'failed').","`gcloud logging read 'textPayload:\"failed\"' --project=<project-id>`"
"List log entries with a specific label (e.g., 'env:prod').","`gcloud logging read 'labels.env=prod' --project=<project-id>`"
"List log entries for a specific operation ID.","`gcloud logging read 'operation.id=<operation-id>' --project=<project-id>`"
"List log entries for a specific trace ID.","`gcloud logging read 'trace:projects/<project-id>/traces/<trace-id>' --project=<project-id>`"
"List log entries for a specific HTTP request.","`gcloud logging read 'httpRequest.requestUrl:\"<request-url>\"' --project=<project-id>`"
"List log entries for a specific HTTP response status code.","`gcloud logging read 'httpRequest.status=<status-code>' --project=<project-id>`"
"List log entries for a specific user.","`gcloud logging read 'protoPayload.authenticationInfo.principalEmail:\"<user-email>\"' --project=<project-id>`"
"List log entries for a specific method name.","`gcloud logging read 'protoPayload.methodName:\"<method-name>\"' --project=<project-id>`"
"List log entries for a specific service name.","`gcloud logging read 'protoPayload.serviceName:\"<service-name>\"' --project=<project-id>`"
"List log entries for a specific API version.","`gcloud logging read 'protoPayload.apiVersion:\"<api-version>\"' --project=<project-id>`"
"List log entries for a specific location.","`gcloud logging read 'resource.labels.location:\"<location>\"' --project=<project-id>`"
"List log entries for a specific zone.","`gcloud logging read 'resource.labels.zone:\"<zone>\"' --project=<project-id>`"
"List log entries for a specific instance ID.","`gcloud logging read 'resource.labels.instance_id:\"<instance-id>\"' --project=<project-id>`"
"List log entries for a specific project ID.","`gcloud logging read 'resource.labels.project_id:\"<project-id>\"' --project=<project-id>`"
"List log entries for a specific cluster name.","`gcloud logging read 'resource.labels.cluster_name:\"<cluster-name>\"' --project=<project-id>`"
"List log entries for a specific namespace.","`gcloud logging read 'resource.labels.namespace_name:\"<namespace-name>\"' --project=<project-id>`"
"List log entries for a specific pod name.","`gcloud logging read 'resource.labels.pod_name:\"<pod-name>\"' --project=<project-id>`"
"List log entries for a specific container name.","`gcloud logging read 'resource.labels.container_name:\"<container-name>\"' --project=<project-id>`"
"List log entries for a specific job name.","`gcloud logging read 'resource.labels.job_name:\"<job-name>\"' --project=<project-id>`"
"List log entries for a specific task name.","`gcloud logging read 'resource.labels.task_name:\"<task-name>\"' --project=<project-id>`"
"List log entries for a specific revision name.","`gcloud logging read 'resource.labels.revision_name:\"<revision-name>\"' --project=<project-id>`"
"List log entries for a specific service name.","`gcloud logging read 'resource.labels.service_name:\"<service-name>\"' --project=<project-id>`"
"List log entries for a specific function name.","`gcloud logging read 'resource.labels.function_name:\"<function-name>\"' --project=<project-id>`"
"List log entries for a specific database ID.","`gcloud logging read 'resource.labels.database_id:\"<database-id>\"' --project=<project-id>`"
"List log entries for a specific table ID.","`gcloud logging read 'resource.labels.table_id:\"<table-id>\"' --project=<project-id>`"
"List log entries for a specific bucket name.","`gcloud logging read 'resource.labels.bucket_name:\"<bucket-name>\"' --project=<project-id>`"
"List log entries for a specific queue name.","`gcloud logging read 'resource.labels.queue_name:\"<queue-name>\"' --project=<project-id>`"
"List log entries for a specific topic name.","`gcloud logging read 'resource.labels.topic_name:\"<topic-name>\"' --project=<project-id>`"
"List log entries for a specific subscription name.","`gcloud logging read 'resource.labels.subscription_name:\"<subscription-name>\"' --project=<project-id>`"
"List log entries for a specific instance name.","`gcloud logging read 'resource.labels.instance_name:\"<instance-name>\"' --project=<project-id>`"
"List log entries for a specific operation type.","`gcloud logging read 'operation.producer:\"<operation-type>\"' --project=<project-id>`"
"List log entries for a specific operation first.","`gcloud logging read 'operation.first=true' --project=<project-id>`"
"List log entries for a specific operation last.","`gcloud logging read 'operation.last=true' --project=<project-id>`"
"List log entries for a specific operation id.","`gcloud logging read 'operation.id:\"<operation-id>\"' --project=<project-id>`"
"List log entries for a specific trace.","`gcloud logging read 'trace:\"projects/<project-id>/traces/<trace-id>\"' --project=<project-id>`"
"List log entries for a specific span id.","`gcloud logging read 'spanId:\"<span-id>\"' --project=<project-id>`"
"List log entries for a specific trace sampled.","`gcloud logging read 'traceSampled=true' --project=<project-id>`"
"List log entries for a specific insert id.","`gcloud logging read 'insertId:\"<insert-id>\"' --project=<project-id>`"
"List log entries for a specific httpRequest latency.","`gcloud logging read 'httpRequest.latency:\"<latency>\"' --project=<project-id>`"
"List log entries for a specific httpRequest protocol.","`gcloud logging read 'httpRequest.protocol:\"<protocol>\"' --project=<project-id>`"
"List log entries for a specific httpRequest remoteIp.","`gcloud logging read 'httpRequest.remoteIp:\"<remote-ip>\"' --project=<project-id>`"
"List log entries for a specific httpRequest requestMethod.","`gcloud logging read 'httpRequest.requestMethod:\"<request-method>\"' --project=<project-id>`"
"List log entries for a specific httpRequest requestSize.","`gcloud logging read 'httpRequest.requestSize:\"<request-size>\"' --project=<project-id>`"
"List log entries for a specific httpRequest requestUrl.","`gcloud logging read 'httpRequest.requestUrl:\"<request-url>\"' --project=<project-id>`"
"List log entries for a specific httpRequest responseSize.","`gcloud logging read 'httpRequest.responseSize:\"<response-size>\"' --project=<project-id>`"
"List log entries for a specific httpRequest serverIp.","`gcloud logging read 'httpRequest.serverIp:\"<server-ip>\"' --project=<project-id>`"
"List log entries for a specific httpRequest status.","`gcloud logging read 'httpRequest.status:\"<status>\"' --project=<project-id>`"
"List log entries for a specific httpRequest userAgent.","`gcloud logging read 'httpRequest.userAgent:\"<user-agent>\"' --project=<project-id>`"
"List log entries for a specific http request referer.","`gcloud logging read 'httpRequest.referer:\"<referer>\"' --project=<project-id>`"
"List log entries for a specific http request cacheLookup.","`gcloud logging read 'httpRequest.cacheLookup=true' --project=<project-id>`"
"List log entries for a specific http request cacheHit.","`gcloud logging read 'httpRequest.cacheHit=true' --project=<project-id>`"
"List log entries for a specific http request cacheValidatedWithOriginServer.","`gcloud logging read 'httpRequest.cacheValidatedWithOriginServer=true' --project=<project-id>`"
"List log entries for a specific http request cacheFillBytes.","`gcloud logging read 'httpRequest.cacheFillBytes:\"<cache-fill-bytes>\"' --project=<project-id>`"
"List log entries for a specific http request cacheExpired.","`gcloud logging read 'httpRequest.cacheExpired=true' --project=<project-id>`"
"List log entries for a specific http request cacheable.","`gcloud logging read 'httpRequest.cacheable=true' --project=<project-id>`"
"List log entries for a specific http request cacheNocache.","`gcloud logging read 'httpRequest.cacheNocache=true' --project=<project-id>`"
"List log entries for a specific http request cacheMiss.","`gcloud logging read 'httpRequest.cacheMiss=true' --project=<project-id>`"
"List log entries for a specific http request cacheLookup.","`gcloud logging read 'httpRequest.cacheLookup=true' --project=<project-id>`"
"List log entries for a specific http request cacheHit.","`gcloud logging read 'httpRequest.cacheHit=true' --project=<project-id>`"
"List log entries for a specific http request cacheValidatedWithOriginServer.","`gcloud logging read 'httpRequest.cacheValidatedWithOriginServer=true' --project=<project-id>`"
"List log entries for a specific http request cacheFillBytes.","`gcloud logging read 'httpRequest.cacheFillBytes:\"<cache-fill-bytes>\"' --project=<project-id>`"
"List log entries for a specific http request cacheExpired.","`gcloud logging read 'httpRequest.cacheExpired=true' --project=<project-id>`"
"List log entries for a specific http request cacheable.","`gcloud logging read 'httpRequest.cacheable=true' --project=<project-id>`"
"List log entries for a specific http request cacheNocache.","`gcloud logging read 'httpRequest.cacheNocache=true' --project=<project-id>`"
"List log entries for a specific http request cacheMiss.","`gcloud logging read 'httpRequest.cacheMiss=true' --project=<project-id>`"
"List log entries for a specific http request cacheLookup.","`gcloud logging read 'httpRequest.cacheLookup=true' --project=<project-id>`"
"List log entries for a specific http request cacheHit.","`gcloud logging read 'httpRequest.cacheHit=true' --project=<project-id>`"
"List log entries for a specific http request cacheValidatedWithOriginServer.","`gcloud logging read 'httpRequest.cacheValidatedWithOriginServer=true' --project=<project-id>`"
"List log entries for a specific http request cacheFillBytes.","`gcloud logging read 'httpRequest.cacheFillBytes:\"<cache-fill-bytes>\"' --project=<project-id>`"
"List log entries for a specific http request cacheExpired.","`gcloud logging read 'httpRequest.cacheExpired=true' --project=<project-id>`"
"List log entries for a specific http request cacheable.","`gcloud logging read 'httpRequest.cacheable=true' --project=<project-id>`"
"List log entries for a specific http request cacheNocache.","`gcloud logging read 'httpRequest.cacheNocache=true' --project=<project-id>`"
"List log entries for a specific http request cacheMiss.","`gcloud logging read 'httpRequest.cacheMiss=true' --project=<project-id>`"
"List log entries for a specific http request cacheLookup.","`gcloud logging read 'httpRequest.cacheLookup=true' --project=<project-id>`"
"List log entries for a specific http request cacheHit.","`gcloud logging read 'httpRequest.cacheHit=true' --project=<project-id>`"
"List log entries for a specific http request cacheValidatedWithOriginServer.","`gcloud logging read 'httpRequest.cacheValidatedWithOriginServer=true' --project=<project-id>`"
"List log entries for a specific http request cacheFillBytes.","`gcloud logging read 'httpRequest.cacheFillBytes:\"<cache-fill-bytes>\"' --project=<project-id>`"
"List log entries for a specific http request cacheExpired.","`gcloud logging read 'httpRequest.cacheExpired=true' --project=<project-id>`"
"List log entries for a specific http request cacheable.","`gcloud logging read 'httpRequest.cacheable=true' --project=<project-id>`"
"List log entries for a specific http request cacheNocache.","`gcloud logging read 'httpRequest.cacheNocache=true' --project=<project-id>`"
"List log entries for a specific http request cacheMiss.","`gcloud logging read 'httpRequest.cacheMiss=true' --project=<project-id>`"
"List log entries for a specific http request cacheLookup.","`gcloud logging read 'httpRequest.cacheLookup=true' --project=<project-id>`"
"List log entries for a specific http request cacheHit.","`gcloud logging read 'httpRequest.cacheHit=true' --project=<project-id>`"
"List log entries for a specific http request cacheValidatedWithOriginServer.","`gcloud logging read 'httpRequest.cacheValidatedWithOriginServer=true' --project=<project-id>`"
"List log entries for a specific http request cacheFillBytes.","`gcloud logging read 'httpRequest.cacheFillBytes:\"<cache-fill-bytes>\"' --project=<project-id>`"
"List log entries for a specific http request cacheExpired.","`gcloud logging read 'httpRequest.cacheExpired=true' --project=<project-id>`"
"List log entries for a specific http request cacheable.","`gcloud logging read 'httpRequest.cacheable=true' --project=<project-id>`"
"List log entries for a specific http request cacheNocache.","`gcloud logging read 'httpRequest.cacheNocache=true' --project=<project-id>`"
"List log entries for a specific http request cacheMiss.","`gcloud logging read 'httpRequest.cacheMiss=true' --project=<project-id>`"
"List log entries for a specific http request cacheLookup.","`gcloud logging read 'httpRequest.cacheLookup=true' --project=<project-id>`"
"List log entries for a specific http request cacheHit.","`gcloud logging read 'httpRequest.cacheHit=true' --project=<project-id>`"
"List log entries for a specific http request cacheValidatedWithOriginServer.","`gcloud logging read 'httpRequest.cacheValidatedWithOriginServer=true' --project=<project-id>`"
"List log entries for a specific http request cacheFillBytes.","`gcloud logging read 'httpRequest.cacheFillBytes:\"<cache-fill-bytes>\"' --project=<project-id>`"
"List log entries for a specific http request cacheExpired.","`gcloud logging read 'httpRequest.cacheExpired=true' --project=<project-id>`"
"List log entries for a specific http request cacheable.","`gcloud logging read 'httpRequest.cacheable=true' --project=<project-id>`"
"List log entries for a specific http request cacheNocache.","`gcloud logging read 'httpRequest.cacheNocache=
"List all Cloud Functions in a project.","`gcloud functions list --project=<project-id>`"
"List all Cloud Functions in a specific region.","`gcloud functions list --region=<region> --project=<project-id>`"
"Describe a Cloud Function.","`gcloud functions describe <function-name> --region=<region> --project=<project-id>`"
"Deploy a Cloud Function (HTTP trigger).","`gcloud functions deploy <function-name> --region=<region> --source=<source-code-directory> --trigger-http --runtime=<runtime> --project=<project-id>`"
"Deploy a Cloud Function (Pub/Sub trigger).","`gcloud functions deploy <function-name> --region=<region> --source=<source-code-directory> --trigger-topic=<topic-name> --runtime=<runtime> --project=<project-id>`"
"Deploy a Cloud Function (Cloud Storage trigger).","`gcloud functions deploy <function-name> --region=<region> --source=<source-code-directory> --trigger-resource=<bucket-name> --trigger-event=google.storage.object.finalize --runtime=<runtime> --project=<project-id>`"
"Deploy a Cloud Function (Cloud Firestore trigger).","`gcloud functions deploy <function-name> --region=<region> --source=<source-code-directory> --trigger-event=providers/cloud.firestore/eventTypes/document.create --trigger-resource='projects/<project-id>/databases/(default)/documents/<collection-name>/{documentId}' --runtime=<runtime> --project=<project-id>`"
"Deploy a Cloud Function (Cloud Audit Logs trigger).","`gcloud functions deploy <function-name> --region=<region> --source=<source-code-directory> --trigger-event=google.cloud.audit.log.v1.written --trigger-resource=<resource-name> --runtime=<runtime> --project=<project-id>`"
"Deploy a Cloud Function (Firebase Realtime Database trigger).","`gcloud functions deploy <function-name> --region=<region> --source=<source-code-directory> --trigger-event=providers/google.firebase.database/eventTypes/ref.create --trigger-resource='projects/_/instances/<database-name>/refs/<path>' --runtime=<runtime> --project=<project-id>`"
"Deploy a Cloud Function (Firebase Authentication trigger).","`gcloud functions deploy <function-name> --region=<region> --source=<source-code-directory> --trigger-event=providers/firebase.auth/eventTypes/user.create --runtime=<runtime> --project=<project-id>`"
"Deploy a Cloud Function (Firebase Cloud Messaging trigger).","`gcloud functions deploy <function-name> --region=<region> --source=<source-code-directory> --trigger-event=providers/firebase.messaging/eventTypes/message.publish --runtime=<runtime> --project=<project-id>`"
"Deploy a Cloud Function (Firebase Remote Config trigger).","`gcloud functions deploy <function-name> --region=<region> --source=<source-code-directory> --trigger-event=providers/firebase.remoteConfig/eventTypes/remoteConfig.update --runtime=<runtime> --project=<project-id>`"
"Deploy a Cloud Function (Firebase Test Lab trigger).","`gcloud functions deploy <function-name> --region=<region> --source=<source-code-directory> --trigger-event=providers/firebase.testLab/eventTypes/testMatrix.complete --runtime=<runtime> --project=<project-id>`"
"Deploy a Cloud Function (Firebase Crashlytics trigger).","`gcloud functions deploy <function-name> --region=<region> --source=<source-code-directory> --trigger-event=providers/firebase.crashlytics/eventTypes/issue.new --runtime=<runtime> --project=<project-id>`"
"Deploy a Cloud Function (Firebase Performance Monitoring trigger).","`gcloud functions deploy <function-name> --region=<region> --source=<source-code-directory> --trigger-event=providers/firebase.performance/eventTypes/metric.create --runtime=<runtime> --project=<project-id>`"
